ID,Year_Birth,Education,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Total_Children,Total_Spend,Wine_Ratio,Meat_Ratio,Total_Purchases,Web_Purchase_Ratio,Spend_per_Purchase,Education_Grouped_Postgraduate,Education_Grouped_Undergraduate,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Customer_Tenure
7699,1969,Graduation,40590.0,1,1,2013-10-02,30,154,0,50,6,11,37,5,3,4,3,6,1,0,0,0,0,0,0,45,2,258,0.5968992248062015,0.1937984496124031,15,0.2,17.2,0,0,0,0,0,1,270
8143,1985,PhD,37929.0,0,0,2013-07-30,49,202,2,46,3,2,10,2,4,2,5,7,0,1,0,1,0,0,1,29,0,265,0.7622641509433963,0.17358490566037735,13,0.3076923076923077,20.384615384615383,1,0,0,1,0,0,334
4328,1986,2n Cycle,21955.0,1,0,2013-09-07,81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,0,28,1,55,0.09090909090909091,0.12727272727272726,8,0.25,6.875,0,1,1,0,0,0,295
2308,1954,Graduation,46734.0,0,1,2012-11-18,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,0,60,1,330,0.3333333333333333,0.41515151515151516,14,0.42857142857142855,23.571428571428573,0,0,1,0,0,0,588
5234,1967,2n Cycle,30753.0,1,1,2013-07-11,85,12,5,25,0,9,30,2,1,1,3,5,0,0,0,0,0,0,0,47,2,81,0.14814814814814814,0.30864197530864196,7,0.14285714285714285,11.571428571428571,0,1,0,0,1,0,353
521,1985,Graduation,54006.0,1,0,2012-09-18,42,174,77,203,6,24,97,2,8,1,7,7,0,0,0,0,0,0,0,29,1,581,0.29948364888123924,0.3493975903614458,18,0.4444444444444444,32.27777777777778,0,0,0,0,1,0,649
4301,1971,Master,35178.0,1,0,2013-01-10,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,43,1,59,0.3898305084745763,0.22033898305084745,5,0.2,11.8,1,0,1,0,0,0,535
1509,1958,PhD,84460.0,0,0,2013-01-04,80,152,27,103,106,54,81,0,9,9,4,5,0,1,1,1,1,0,1,56,0,523,0.29063097514340347,0.19694072657743786,22,0.4090909090909091,23.772727272727273,1,0,0,0,1,0,541
2281,1970,Graduation,33697.0,1,0,2013-09-15,34,4,3,7,0,3,11,1,1,0,2,7,1,0,0,0,0,0,0,44,1,28,0.14285714285714285,0.25,4,0.25,7.0,0,0,0,1,0,0,287
2258,1986,Graduation,32880.0,1,0,2012-12-04,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,0,28,1,42,0.19047619047619047,0.35714285714285715,5,0.2,8.4,0,0,1,0,0,0,572
2625,1954,2n Cycle,42607.0,0,1,2013-11-17,30,156,29,56,30,32,47,2,3,2,7,3,0,0,0,0,0,0,0,60,1,350,0.44571428571428573,0.16,14,0.21428571428571427,25.0,0,1,0,1,0,0,224
3829,1979,Basic,24594.0,1,0,2013-12-10,94,1,3,6,10,0,9,1,1,0,3,5,0,0,0,0,0,0,0,35,1,29,0.034482758620689655,0.20689655172413793,5,0.2,5.8,0,1,0,0,1,0,201
8977,1985,Basic,16581.0,0,0,2013-01-12,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,0,29,0,24,0.041666666666666664,0.16666666666666666,4,0.0,6.0,0,1,0,1,0,0,533
6173,1979,Graduation,77298.0,0,1,2013-11-02,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,0,35,1,969,0.43859649122807015,0.3013415892672859,24,0.25,40.375,0,0,0,0,1,0,239
11025,1961,Graduation,36443.0,1,1,2013-02-03,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,0,53,2,138,0.47101449275362317,0.3333333333333333,11,0.2727272727272727,12.545454545454545,0,0,1,0,0,0,511
2261,1969,Graduation,26304.0,1,0,2013-06-23,5,4,1,5,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,45,1,16,0.25,0.3125,4,0.25,4.0,0,0,1,0,0,0,371
3112,1977,Master,22701.0,1,0,2013-09-05,2,2,4,9,0,4,5,1,1,0,3,5,0,0,0,0,0,0,0,37,1,24,0.08333333333333333,0.375,5,0.2,4.8,1,0,1,0,0,0,297
5740,1970,2n Cycle,25959.0,1,1,2013-02-14,1,4,2,12,7,5,26,2,1,2,2,6,0,0,0,0,0,0,1,44,2,56,0.07142857142857142,0.21428571428571427,7,0.14285714285714285,8.0,0,1,0,0,0,0,500
4552,1991,Graduation,51373.0,0,0,2013-06-22,37,83,2,101,64,26,117,1,3,5,3,4,0,0,0,0,0,0,0,23,0,393,0.21119592875318066,0.25699745547073793,12,0.25,32.75,0,0,1,0,0,0,372
8362,1982,PhD,84169.0,0,0,2013-08-07,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,1,32,0,1919,0.7701928087545596,0.21000521104742054,20,0.35,95.95,1,0,1,0,0,0,326
3310,1973,2n Cycle,35688.0,2,1,2012-08-22,94,73,3,90,12,1,32,7,4,1,4,8,0,0,0,0,0,0,0,41,3,211,0.3459715639810427,0.4265402843601896,16,0.25,13.1875,0,1,1,0,0,0,676
10524,1963,Master,49476.0,0,1,2013-06-20,29,386,23,95,54,41,196,4,2,11,5,2,0,0,0,0,0,0,0,51,1,795,0.48553459119496856,0.11949685534591195,22,0.09090909090909091,36.13636363636363,1,0,0,0,0,0,374
2345,1982,PhD,70038.0,0,0,2013-10-25,54,587,54,348,71,54,130,1,4,4,8,2,0,0,0,0,0,0,0,32,0,1244,0.47186495176848875,0.2797427652733119,17,0.23529411764705882,73.17647058823529,1,0,0,0,1,0,247
535,1987,Graduation,81361.0,0,0,2014-02-25,18,163,23,424,27,65,76,1,3,10,13,1,0,0,0,0,0,0,0,27,0,778,0.2095115681233933,0.5449871465295629,27,0.1111111111111111,28.814814814814813,0,0,0,0,0,0,124
3830,1953,Master,59354.0,0,2,2014-04-24,59,295,21,78,39,13,13,1,4,4,7,3,0,0,0,0,0,0,0,61,2,459,0.6427015250544662,0.16993464052287582,16,0.25,28.6875,1,0,1,0,0,0,66
6961,1974,Graduation,26751.0,2,0,2014-05-22,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0,40,2,11,0.09090909090909091,0.45454545454545453,4,0.25,2.75,0,0,1,0,0,0,38
4964,1958,PhD,74250.0,0,0,2014-01-26,90,680,11,392,75,0,0,1,2,11,4,1,0,0,0,0,0,0,0,56,0,1158,0.5872193436960277,0.3385146804835924,18,0.1111111111111111,64.33333333333333,1,0,0,0,1,0,154
663,1989,PhD,33996.0,0,0,2013-09-11,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,0,25,0,71,0.5633802816901409,0.2112676056338028,6,0.16666666666666666,11.833333333333334,1,0,0,1,0,0,291
965,1971,Graduation,55635.0,0,1,2012-11-13,34,235,65,164,50,49,27,4,7,3,7,6,0,0,0,0,0,0,0,43,1,590,0.3983050847457627,0.27796610169491526,21,0.3333333333333333,28.095238095238095,0,0,0,0,0,0,593
3389,1970,Graduation,69016.0,0,1,2012-11-22,61,726,53,363,123,107,161,4,8,9,13,5,0,0,0,0,0,0,0,44,1,1533,0.4735812133072407,0.23679060665362034,34,0.23529411764705882,45.088235294117645,0,0,1,0,0,0,584
1328,1982,2n Cycle,57937.0,0,1,2014-02-16,56,261,42,144,55,48,133,3,4,4,9,3,0,0,0,0,0,0,0,32,1,683,0.3821376281112738,0.2108345534407028,20,0.2,34.15,0,1,1,0,0,0,133
3979,1983,PhD,90687.0,0,0,2013-05-22,98,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,1,31,0,1779,0.5519955030916245,0.3777403035413153,17,0.35294117647058826,104.6470588235294,1,0,0,0,0,0,403
10141,1960,Master,39228.0,0,0,2013-05-10,1,7,1,6,0,3,3,1,0,0,3,4,0,0,0,0,0,0,0,54,0,20,0.35,0.3,4,0.0,5.0,1,0,0,0,0,0,415
9760,1963,PhD,52278.0,0,1,2013-01-25,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,1,51,1,1198,0.7954924874791319,0.05926544240400668,31,0.3225806451612903,38.645161290322584,1,0,0,0,0,1,520
1581,1980,Graduation,37406.0,1,0,2013-10-10,18,2,0,8,2,2,3,1,1,0,2,8,0,0,0,0,0,0,1,34,1,17,0.11764705882352941,0.47058823529411764,4,0.25,4.25,0,0,1,0,0,0,262
3559,1988,2n Cycle,16248.0,1,0,2014-05-10,77,12,11,10,3,12,9,3,2,1,3,6,0,0,0,0,0,0,0,26,1,57,0.21052631578947367,0.17543859649122806,9,0.2222222222222222,6.333333333333333,0,1,1,0,0,0,50
8475,1973,PhD,157243.0,0,1,2014-03-01,98,20,2,1582,1,2,1,15,0,22,0,0,0,0,0,0,0,0,0,41,1,1608,0.012437810945273632,0.9838308457711443,37,0.0,43.45945945945946,1,0,1,0,0,0,120
1626,1973,PhD,35860.0,1,1,2014-05-19,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,1,41,2,49,0.30612244897959184,0.16326530612244897,6,0.16666666666666666,8.166666666666666,1,0,0,0,0,0,41
6233,1976,Graduation,65991.0,0,1,2012-09-07,21,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,0,38,1,971,0.5221421215242018,0.3748712667353244,27,0.3333333333333333,35.96296296296296,0,0,1,0,0,0,660
2797,1977,Graduation,72117.0,0,1,2013-08-20,34,707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,0,37,1,1073,0.6589002795899348,0.15936626281453867,26,0.34615384615384615,41.26923076923077,0,0,1,0,0,0,313
9426,1964,Master,58308.0,0,1,2013-01-12,77,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,0,50,1,900,0.7677777777777778,0.07666666666666666,15,0.13333333333333333,60.0,1,0,0,1,0,0,533
146,1960,PhD,76045.0,0,0,2013-11-15,78,760,53,400,17,93,0,1,4,5,11,2,0,0,0,1,0,0,0,54,0,1323,0.5744520030234316,0.30234315948601664,21,0.19047619047619047,63.0,1,0,0,1,0,0,226
2549,1983,PhD,21840.0,1,0,2013-07-21,80,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,0,31,1,27,0.6296296296296297,0.3333333333333333,5,0.2,5.4,1,0,0,0,1,0,343
4697,1949,Master,35416.0,0,0,2013-06-13,62,248,3,81,4,3,51,3,7,1,5,8,0,0,0,0,0,0,0,65,0,390,0.6358974358974359,0.2076923076923077,16,0.4375,24.375,1,0,0,0,0,0,381
590,1970,Master,78579.0,0,0,2012-12-22,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,1,44,0,1812,0.4503311258278146,0.3029801324503311,16,0.3125,113.25,1,0,0,0,0,0,554
4452,1957,Graduation,50388.0,0,1,2014-05-28,3,292,6,37,0,3,34,4,6,1,6,7,0,1,0,1,0,0,1,57,1,372,0.7849462365591398,0.09946236559139784,17,0.35294117647058826,21.88235294117647,0,0,0,1,0,0,32
3690,1986,Master,80141.0,0,0,2013-01-11,20,1184,102,673,52,40,40,1,7,4,10,6,0,0,1,0,0,0,1,28,0,2091,0.5662362505978001,0.3218555714968914,22,0.3181818181818182,95.04545454545455,1,0,1,0,0,0,534
4599,1976,Master,49681.0,0,2,2013-11-04,66,411,0,26,0,0,21,6,7,1,7,7,0,0,0,0,0,0,0,38,2,458,0.8973799126637555,0.056768558951965066,21,0.3333333333333333,21.80952380952381,1,0,1,0,0,0,237
9589,1948,PhD,82032.0,0,0,2014-04-05,54,332,194,377,149,125,57,0,4,6,7,1,0,0,0,0,0,0,0,66,0,1234,0.26904376012965964,0.3055105348460292,17,0.23529411764705882,72.58823529411765,1,0,0,0,0,1,85
9576,1982,PhD,32313.0,1,0,2013-02-11,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,0,32,1,159,0.5408805031446541,0.3522012578616352,11,0.36363636363636365,14.454545454545455,1,0,0,0,1,0,503
10660,1957,Master,66726.0,1,1,2014-01-12,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,0,57,2,438,0.7968036529680366,0.07990867579908675,17,0.47058823529411764,25.764705882352942,1,0,1,0,0,0,168
375,1954,Graduation,76773.0,0,0,2013-02-25,79,516,56,449,86,33,16,1,2,2,11,1,0,0,0,0,0,0,0,60,0,1156,0.4463667820069204,0.3884083044982699,16,0.125,72.25,0,0,0,0,0,0,489
4333,1954,Graduation,32144.0,1,1,2014-03-23,76,41,0,10,0,0,3,4,2,1,3,7,0,1,0,0,0,0,0,60,2,54,0.7592592592592593,0.18518518518518517,10,0.2,5.4,0,0,0,0,1,0,98
4741,1974,2n Cycle,65463.0,1,0,2014-01-30,17,391,32,70,21,32,16,2,6,2,9,5,0,1,0,0,0,0,0,40,1,562,0.6957295373665481,0.12455516014234876,19,0.3157894736842105,29.57894736842105,0,1,1,0,0,0,150
6263,1968,Graduation,35322.0,1,2,2012-08-22,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,0,46,3,106,0.2641509433962264,0.3490566037735849,9,0.2222222222222222,11.777777777777779,0,0,0,0,1,0,676
5011,1963,Graduation,68118.0,0,1,2013-10-18,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,51,1,928,0.6411637931034483,0.13254310344827586,23,0.34782608695652173,40.34782608695652,0,0,0,0,0,0,254
3421,1968,Master,63841.0,0,1,2013-04-21,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,46,1,908,0.6993392070484582,0.11013215859030837,22,0.4090909090909091,41.27272727272727,1,0,0,0,0,0,434
7532,1980,Graduation,43586.0,0,1,2012-08-30,26,99,2,11,4,0,16,3,3,0,4,8,0,0,0,0,0,0,0,34,1,132,0.75,0.08333333333333333,10,0.3,13.2,0,0,1,0,0,0,668
7786,1986,PhD,29999.0,1,0,2013-02-13,22,68,7,59,10,5,11,4,3,1,4,8,0,0,0,0,0,0,0,28,1,160,0.425,0.36875,12,0.25,13.333333333333334,1,0,0,1,0,0,501
10364,1959,Graduation,23295.0,0,0,2013-07-13,72,0,0,1,2,12,5,1,1,0,2,8,0,0,0,0,0,0,0,55,0,20,0.0,0.05,4,0.25,5.0,0,0,0,0,0,0,351
202,1948,PhD,82032.0,0,0,2014-04-05,54,332,194,377,149,125,57,0,4,6,7,1,0,0,0,0,0,0,0,66,0,1234,0.26904376012965964,0.3055105348460292,17,0.23529411764705882,72.58823529411765,1,0,0,0,0,1,85
6466,1965,PhD,57236.0,1,1,2014-03-12,22,105,0,9,2,1,4,3,2,1,4,3,0,0,0,0,0,0,0,49,2,121,0.8677685950413223,0.0743801652892562,10,0.2,12.1,1,0,1,0,0,0,109
9904,1956,Graduation,71391.0,0,1,2013-03-29,50,336,123,274,46,123,141,5,6,5,12,3,0,0,0,0,0,0,0,58,1,1043,0.3221476510067114,0.26270373921380635,28,0.21428571428571427,37.25,0,0,1,0,0,0,457
6310,1978,Graduation,33039.0,1,0,2013-09-09,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0,36,1,78,0.38461538461538464,0.15384615384615385,7,0.2857142857142857,11.142857142857142,0,0,1,0,0,0,293
273,1970,Master,36138.0,1,1,2013-07-16,48,130,0,16,0,0,5,5,3,1,4,7,0,1,0,0,0,0,0,44,2,151,0.8609271523178808,0.10596026490066225,13,0.23076923076923078,11.615384615384615,1,0,1,0,0,0,348
10652,1957,Master,65487.0,0,0,2014-01-10,48,240,67,500,199,0,163,3,3,5,6,2,0,0,0,0,0,0,0,57,0,1169,0.20530367835757057,0.42771599657827203,17,0.17647058823529413,68.76470588235294,1,0,0,0,1,0,170
3194,1974,PhD,71466.0,0,0,2014-04-05,86,412,12,546,78,182,0,1,4,4,10,1,0,0,0,0,0,0,0,40,0,1230,0.33495934959349594,0.44390243902439025,19,0.21052631578947367,64.73684210526316,1,0,0,1,0,0,85
8387,1957,Graduation,43140.0,0,1,2013-01-05,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,0,57,1,235,0.5702127659574469,0.32340425531914896,11,0.36363636363636365,21.363636363636363,0,0,1,0,0,0,540
9381,1978,Graduation,66373.0,1,1,2013-06-12,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0,36,2,606,0.5412541254125413,0.20462046204620463,23,0.17391304347826086,26.347826086956523,0,0,1,0,0,0,382
2939,1970,Master,79419.0,0,0,2014-06-22,96,751,127,687,20,15,31,1,4,6,4,2,0,0,0,0,0,0,0,44,0,1631,0.46045370938074803,0.4212139791538933,15,0.26666666666666666,108.73333333333333,1,0,0,0,1,0,7
7832,1959,Master,77520.0,0,1,2013-08-28,30,940,44,396,0,88,58,1,8,7,7,4,1,0,1,1,0,0,1,55,1,1526,0.6159895150720839,0.2595019659239843,23,0.34782608695652173,66.34782608695652,1,0,1,0,0,0,305
4603,1960,PhD,65695.0,0,1,2014-01-31,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,0,54,1,656,0.5655487804878049,0.28810975609756095,21,0.23809523809523808,31.238095238095237,1,0,1,0,0,0,149
999,1991,Graduation,86037.0,0,0,2013-01-02,95,490,44,125,29,20,22,1,6,7,11,3,0,1,1,0,0,0,1,23,0,730,0.6712328767123288,0.17123287671232876,25,0.24,29.2,0,0,0,1,0,0,543
8545,1954,Graduation,85683.0,0,0,2014-03-21,6,1296,17,311,45,69,51,1,2,4,10,1,0,1,1,1,1,0,1,60,0,1789,0.7244270542202348,0.1738401341531582,17,0.11764705882352941,105.23529411764706,0,0,0,0,0,0,100
2005,1990,Graduation,35765.0,1,0,2013-12-11,86,22,3,30,0,5,15,2,2,0,4,6,0,0,0,0,0,0,0,24,1,75,0.29333333333333333,0.4,8,0.25,9.375,0,0,1,0,0,0,200
11086,1984,Basic,25707.0,1,0,2014-01-18,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,0,30,1,21,0.047619047619047616,0.09523809523809523,5,0.2,4.2,0,1,0,1,0,0,162
1710,1978,Graduation,30168.0,1,0,2013-03-07,51,154,20,66,0,12,27,7,6,1,4,9,0,0,0,0,0,0,0,36,1,279,0.5519713261648745,0.23655913978494625,18,0.3333333333333333,15.5,0,0,0,1,0,0,479
4501,1965,Master,69882.0,0,0,2013-11-10,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,0,49,0,1478,0.1975642760487145,0.42963464140730717,20,0.15,73.9,1,0,0,1,0,0,231
10814,1947,Graduation,70321.0,0,0,2013-01-16,6,303,23,751,82,26,191,1,6,5,13,4,0,0,0,0,0,0,1,67,0,1376,0.22020348837209303,0.5457848837209303,25,0.24,55.04,0,0,0,0,1,0,529
7101,1963,PhD,52278.0,0,1,2013-01-25,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,0,51,1,1198,0.7954924874791319,0.05926544240400668,31,0.3225806451612903,38.645161290322584,1,0,0,0,0,1,520
1834,1978,Master,35544.0,1,0,2014-03-08,77,30,5,23,4,1,4,1,2,0,3,7,0,0,0,0,0,0,0,36,1,67,0.44776119402985076,0.34328358208955223,6,0.3333333333333333,11.166666666666666,1,0,0,1,0,0,113
8148,1956,Master,50898.0,1,1,2013-01-08,88,285,28,242,55,114,135,13,6,2,12,5,0,0,0,0,0,0,0,58,2,859,0.3317811408614668,0.2817229336437718,33,0.18181818181818182,26.03030303030303,1,0,0,0,1,0,537
4324,1989,Graduation,42387.0,1,0,2012-10-29,42,235,0,235,19,4,191,5,8,1,7,8,0,0,0,0,0,0,0,25,1,684,0.3435672514619883,0.3435672514619883,21,0.38095238095238093,32.57142857142857,0,0,1,0,0,0,608
10832,1958,Graduation,46610.0,0,0,2013-07-18,4,288,10,30,4,10,125,1,6,1,6,6,0,0,0,0,0,0,0,56,0,467,0.6167023554603854,0.06423982869379015,14,0.42857142857142855,33.357142857142854,0,0,0,0,1,0,346
9204,1970,Graduation,66731.0,0,1,2012-09-12,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,0,44,1,1029,0.36054421768707484,0.18853255587949466,17,0.23529411764705882,60.529411764705884,0,0,0,0,0,1,655
3033,1963,Master,38620.0,0,0,2013-05-11,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,0,51,0,318,0.3522012578616352,0.13836477987421383,11,0.18181818181818182,28.90909090909091,1,0,0,0,1,0,414
7212,1966,Graduation,44794.0,0,1,2014-06-08,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0,48,1,65,0.8307692307692308,0.1076923076923077,6,0.3333333333333333,10.833333333333334,0,0,1,0,0,0,21
8146,1976,Master,46106.0,1,1,2014-05-11,84,30,0,8,2,0,14,1,1,1,2,6,0,0,0,0,0,0,0,38,2,54,0.5555555555555556,0.14814814814814814,5,0.2,10.8,1,0,0,0,1,0,49
6866,1969,Master,35924.0,1,1,2014-03-23,56,8,0,14,2,3,7,1,1,0,3,5,0,0,0,0,0,0,0,45,2,34,0.23529411764705882,0.4117647058823529,5,0.2,6.8,1,0,0,0,1,0,98
1584,1977,Graduation,41443.0,1,0,2014-04-01,79,171,7,171,25,19,89,6,8,1,5,8,0,0,0,0,0,0,0,37,1,482,0.35477178423236516,0.35477178423236516,20,0.4,24.1,0,0,1,0,0,0,89
6376,1979,Graduation,57537.0,1,0,2013-06-10,83,191,56,139,51,8,100,4,4,3,8,4,0,0,0,0,0,0,0,35,1,545,0.3504587155963303,0.25504587155963304,19,0.21052631578947367,28.68421052631579,0,0,0,1,0,0,384
10350,1950,PhD,54432.0,2,1,2013-05-09,37,33,0,5,0,0,0,1,1,0,3,4,0,0,0,0,0,0,0,64,3,38,0.868421052631579,0.13157894736842105,5,0.2,7.6,1,0,1,0,0,0,416
10681,1970,2n Cycle,62466.0,0,1,2014-01-15,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,44,1,889,0.14510686164229472,0.29133858267716534,26,0.23076923076923078,34.19230769230769,0,1,1,0,0,0,165
1927,1973,2n Cycle,69401.0,0,1,2014-03-23,41,399,27,159,58,8,39,4,4,4,5,2,0,0,0,0,0,0,0,41,1,690,0.5782608695652174,0.23043478260869565,17,0.23529411764705882,40.588235294117645,0,1,0,0,1,0,98
8234,1973,Basic,27190.0,1,0,2013-08-15,13,1,6,7,0,1,3,1,1,0,2,8,1,0,0,0,0,0,1,41,1,18,0.05555555555555555,0.3888888888888889,4,0.25,4.5,0,1,0,0,1,0,318
3120,1981,Graduation,38547.0,1,0,2013-08-28,49,6,1,10,0,1,4,1,1,0,2,8,0,0,0,0,0,1,0,33,1,22,0.2727272727272727,0.45454545454545453,4,0.25,5.5,0,0,0,0,1,0,305
2157,1972,Graduation,26290.0,1,1,2013-01-12,49,15,8,16,11,5,22,4,2,0,4,6,0,0,0,0,0,0,0,42,2,77,0.19480519480519481,0.2077922077922078,10,0.2,7.7,0,0,0,0,1,0,533
8799,1984,PhD,38175.0,1,0,2013-09-23,6,70,6,69,2,3,3,3,3,1,4,7,0,0,0,0,0,0,0,30,1,153,0.45751633986928103,0.45098039215686275,11,0.2727272727272727,13.909090909090908,1,0,1,0,0,0,279
3933,1980,Graduation,44010.0,1,0,2012-10-13,46,186,36,234,86,72,48,6,10,2,6,9,0,0,0,0,0,0,0,34,1,662,0.2809667673716012,0.35347432024169184,24,0.4166666666666667,27.583333333333332,0,0,0,0,1,0,624
10240,1949,Graduation,69372.0,0,0,2013-02-19,10,997,26,269,34,13,42,1,10,4,6,4,0,1,1,0,0,0,1,65,0,1381,0.721940622737147,0.1947863866763215,21,0.47619047619047616,65.76190476190476,0,0,0,0,1,0,495
2945,1955,PhD,46015.0,1,1,2014-04-13,25,38,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,0,0,59,2,46,0.8260869565217391,0.043478260869565216,5,0.2,9.2,1,0,0,0,1,0,77
11114,1970,Graduation,19656.0,1,0,2013-02-08,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,0,44,1,84,0.2976190476190476,0.10714285714285714,9,0.2222222222222222,9.333333333333334,0,0,0,0,1,0,506
10702,1984,Graduation,52413.0,1,0,2012-11-03,67,185,8,133,56,56,12,2,7,1,7,7,0,0,0,0,0,0,0,30,1,450,0.4111111111111111,0.29555555555555557,17,0.4117647058823529,26.470588235294116,0,0,0,1,0,0,603
8439,1964,Graduation,63404.0,0,2,2014-06-06,97,734,26,70,11,44,17,2,6,3,4,4,0,0,0,1,0,0,0,50,2,902,0.8137472283813747,0.07760532150776053,15,0.4,60.13333333333333,0,0,0,0,1,0,23
10340,1984,Graduation,35196.0,1,0,2012-11-13,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,0,30,1,497,0.15090543259557343,0.2837022132796781,18,0.3333333333333333,27.61111111111111,0,0,0,0,1,0,593
5074,1986,Master,28072.0,1,0,2013-07-08,10,30,0,10,2,0,5,1,1,0,3,7,0,0,0,0,0,0,0,28,1,47,0.6382978723404256,0.2127659574468085,5,0.2,9.4,1,0,1,0,0,0,356
3104,1961,Graduation,82332.0,0,0,2012-09-17,89,830,59,968,51,79,19,1,5,3,12,2,0,0,1,0,0,0,1,53,0,2006,0.4137587238285145,0.48255234297108673,21,0.23809523809523808,95.52380952380952,0,0,0,1,0,0,650
5043,1951,Basic,26997.0,0,0,2012-11-05,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,0,63,0,434,0.016129032258064516,0.17972350230414746,13,0.3076923076923077,33.38461538461539,0,1,1,0,0,0,601
1241,1984,2n Cycle,14796.0,1,0,2012-09-17,1,13,3,8,7,4,16,2,1,0,3,9,0,0,0,0,0,0,1,30,1,51,0.2549019607843137,0.1568627450980392,6,0.16666666666666666,8.5,0,1,1,0,0,0,650
2678,1990,Graduation,34412.0,1,0,2013-02-13,62,52,12,50,4,36,55,3,5,0,3,9,0,0,0,0,0,0,0,24,1,209,0.24880382775119617,0.23923444976076555,11,0.45454545454545453,19.0,0,0,0,1,0,0,501
4967,1960,PhD,38201.0,0,1,2013-03-29,19,233,0,23,0,0,12,4,5,1,5,8,0,0,0,0,0,0,0,54,1,268,0.8694029850746269,0.08582089552238806,15,0.3333333333333333,17.866666666666667,1,0,0,0,1,0,457
4867,1968,PhD,38236.0,1,1,2013-09-20,2,58,0,18,2,0,10,4,3,0,4,7,0,0,0,0,0,0,0,46,2,88,0.6590909090909091,0.20454545454545456,11,0.2727272727272727,8.0,1,0,0,1,0,0,282
4128,1962,PhD,56067.0,0,1,2013-07-20,51,517,12,54,16,6,120,2,7,4,7,5,0,0,0,0,0,0,0,52,1,725,0.713103448275862,0.07448275862068965,20,0.35,36.25,1,0,0,0,1,0,344
8524,1974,PhD,25509.0,1,0,2012-09-18,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,1,40,1,101,0.39603960396039606,0.297029702970297,9,0.3333333333333333,11.222222222222221,1,0,0,0,0,0,649
11030,1976,Master,33181.0,1,0,2014-01-03,90,9,0,3,0,0,4,1,1,0,2,6,1,0,0,0,0,0,0,38,1,16,0.5625,0.1875,4,0.25,4.0,1,0,1,0,0,0,177
6497,1960,Graduation,51651.0,0,1,2012-11-07,32,293,6,23,13,6,92,4,6,2,5,8,0,0,0,0,0,0,0,54,1,433,0.6766743648960739,0.053117782909930716,17,0.35294117647058826,25.470588235294116,0,0,1,0,0,0,599
